event_id,finbert_negative,finbert_neutral,finbert_positive,finbert_sentiment_score,finbert_label
news_000051,0.9423714280128479,0.043372735381126404,0.01425580121576786,-0.92811562679708,negative
news_000052,0.8840320110321045,0.08614973723888397,0.029818231239914894,-0.8542137797921896,negative
news_000053,0.8929797410964966,0.015051259659230709,0.09196895360946655,-0.80101078748703,negative
news_000054,0.9385548233985901,0.05160526558756828,0.009839938953518867,-0.9287148844450712,negative
news_000055,0.00859804917126894,0.6319751143455505,0.3594267964363098,0.3508287472650409,neutral
news_000056,0.023677226155996323,0.018741415813565254,0.9575813412666321,0.9339041151106358,positive
news_000057,0.8561123013496399,0.12695132195949554,0.016936419531702995,-0.8391758818179369,negative
news_000058,0.8437134027481079,0.128437802195549,0.02784879133105278,-0.8158646114170551,negative
news_000059,0.9417210221290588,0.04531993716955185,0.012959090061485767,-0.9287619320675731,negative
news_000060,0.010975880548357964,0.049627017229795456,0.9393971562385559,0.928421275690198,positive
news_000061,0.9696255922317505,0.015417995862662792,0.014956444501876831,-0.9546691477298737,negative
news_000062,0.3094708025455475,0.055583782494068146,0.6349453926086426,0.3254745900630951,positive
news_000063,0.5983269810676575,0.04347170516848564,0.358201265335083,-0.24012571573257446,negative
news_000064,0.9366055130958557,0.01189441978931427,0.051500026136636734,-0.885105486959219,negative
news_000065,0.01792130433022976,0.8717690110206604,0.11030968278646469,0.09238837845623493,neutral
news_000066,0.04109828919172287,0.926754891872406,0.032146841287612915,-0.008951447904109955,neutral
news_000067,0.06581542640924454,0.8777889013290405,0.056395672261714935,-0.009419754147529602,neutral
news_000068,0.02580159530043602,0.8613570928573608,0.11284130811691284,0.08703971281647682,neutral
news_000069,0.00984595250338316,0.09284614771604538,0.8973079323768616,0.8874619798734784,positive
news_000070,0.009912185370922089,0.12283673882484436,0.8672511577606201,0.857338972389698,positive
news_000071,0.9703655242919922,0.020437024533748627,0.009197387844324112,-0.9611681364476681,negative
news_000072,0.9638351202011108,0.02243793196976185,0.013727027922868729,-0.9501080922782421,negative
news_000073,0.16270509362220764,0.6675821542739868,0.16971270740032196,0.007007613778114319,neutral
news_000074,0.014466156251728535,0.8054393529891968,0.18009454011917114,0.1656283838674426,neutral
news_000075,0.6205312609672546,0.023917315527796745,0.3555513918399811,-0.26497986912727356,negative
news_000076,0.9015493392944336,0.01498405821621418,0.083466537296772,-0.8180828019976616,negative
news_000077,0.9667638540267944,0.020827455446124077,0.012408651411533356,-0.9543552026152611,negative
news_000078,0.02437918446958065,0.018135296180844307,0.9574854969978333,0.9331063125282526,positive
news_000079,0.9632840752601624,0.02869696542620659,0.00801899190992117,-0.9552650833502412,negative
news_000080,0.9435903429985046,0.010380473919212818,0.04602924734354019,-0.8975610956549644,negative
news_000081,0.013506706804037094,0.09503483772277832,0.8914584517478943,0.8779517449438572,positive
news_000082,0.009722110815346241,0.8217368125915527,0.1685410737991333,0.15881896298378706,neutral
news_000083,0.8853952288627625,0.07726246863603592,0.03734230995178223,-0.8480529189109802,negative
news_000084,0.031335338950157166,0.031706176698207855,0.9369584918022156,0.9056231528520584,positive
news_000085,0.9435840845108032,0.04075886309146881,0.01565697230398655,-0.9279271122068167,negative
news_000086,0.056723110377788544,0.02606704831123352,0.917209804058075,0.8604866936802864,positive
news_000087,0.9708502292633057,0.017517568543553352,0.01163228414952755,-0.9592179451137781,negative
news_000088,0.47573214769363403,0.05083148181438446,0.4734363257884979,-0.0022958219051361084,negative
news_000089,0.029041530564427376,0.04005991667509079,0.9308985471725464,0.901857016608119,positive
news_000090,0.9711753726005554,0.02040887251496315,0.008415722288191319,-0.9627596503123641,negative
news_000091,0.00898455735296011,0.08243865519762039,0.9085767269134521,0.899592169560492,positive
news_000092,0.017229992896318436,0.02460741437971592,0.9581626057624817,0.9409326128661633,positive
news_000093,0.8395867943763733,0.02356063947081566,0.13685259222984314,-0.7027342021465302,negative
news_000094,0.5906088948249817,0.017992381006479263,0.39139872789382935,-0.19921016693115234,negative
news_000095,0.8960808515548706,0.0648389607667923,0.039080239832401276,-0.8570006117224693,negative
news_000096,0.017708484083414078,0.06835507601499557,0.9139364957809448,0.8962280116975307,positive
news_000097,0.9669913053512573,0.01416973490267992,0.01883891597390175,-0.9481523893773556,negative
news_000098,0.02194342017173767,0.09387516975402832,0.8841813802719116,0.862237960100174,positive
news_000099,0.9654363393783569,0.009858077391982079,0.02470562234520912,-0.9407307170331478,negative
news_000100,0.18907959759235382,0.7517118453979492,0.05920856073498726,-0.12987103685736656,neutral
news_000101,0.8914872407913208,0.016521479934453964,0.09199121594429016,-0.7994960248470306,negative
news_000102,0.9025225043296814,0.08246797323226929,0.015009569004178047,-0.8875129353255033,negative
news_000103,0.06288309395313263,0.01705419085919857,0.920062780380249,0.8571796864271164,positive
news_000104,0.015433111228048801,0.035892095416784286,0.9486748576164246,0.9332417463883758,positive
news_000105,0.14059515297412872,0.06034689396619797,0.7990579605102539,0.6584628075361252,positive
news_000106,0.018999731168150902,0.8930530548095703,0.08794727176427841,0.06894754059612751,neutral
news_000107,0.02875385247170925,0.02922562137246132,0.9420206546783447,0.9132668022066355,positive
news_000108,0.7287593483924866,0.22513940930366516,0.04610131308436394,-0.6826580353081226,negative
news_000109,0.1100030392408371,0.5595702528953552,0.33042675256729126,0.22042371332645416,neutral
news_000110,0.08480530977249146,0.02004447765648365,0.8951502442359924,0.810344934463501,positive
news_000111,0.22838003933429718,0.7087560296058655,0.06286399811506271,-0.16551604121923447,neutral
news_000112,0.9534077048301697,0.013599572703242302,0.03299272805452347,-0.9204149767756462,negative
news_000113,0.010508006438612938,0.09352436661720276,0.8959677219390869,0.885459715500474,positive
news_000114,0.8088880777359009,0.10710638016462326,0.08400553464889526,-0.7248825430870056,negative
news_000115,0.40969032049179077,0.02110842801630497,0.5692012310028076,0.15951091051101685,positive
news_000116,0.009722691960632801,0.08171383291482925,0.9085634350776672,0.8988407431170344,positive
news_000117,0.021983567625284195,0.026202935725450516,0.9518134593963623,0.9298298917710781,positive
news_000118,0.01623961329460144,0.4940803050994873,0.48968011140823364,0.4734404981136322,neutral
news_000119,0.01264543179422617,0.8473742604255676,0.1399802714586258,0.12733483966439962,neutral
news_000120,0.9491420984268188,0.028765302151441574,0.022092603147029877,-0.927049495279789,negative
news_000121,0.9675201773643494,0.021992910653352737,0.010486903600394726,-0.9570332737639546,negative
news_000122,0.01045611035078764,0.05806952342391014,0.9314743280410767,0.921018217690289,positive
news_000123,0.968058705329895,0.01335268747061491,0.018588630482554436,-0.9494700748473406,negative
news_000124,0.0618433877825737,0.021762074902653694,0.9163945317268372,0.8545511439442635,positive
news_000125,0.927638828754425,0.05894724652171135,0.013413944281637669,-0.9142248844727874,negative
news_000126,0.14137370884418488,0.8185234665870667,0.04010288044810295,-0.10127082839608192,neutral
news_000127,0.9663102626800537,0.016809523105621338,0.016880206763744354,-0.9494300559163094,negative
news_000128,0.01925796829164028,0.0345512218773365,0.9461908340454102,0.9269328657537699,positive
news_000129,0.0490560457110405,0.027753856033086777,0.9231900572776794,0.874134011566639,positive
news_000130,0.007398604415357113,0.13214360177516937,0.8604577779769897,0.8530591735616326,positive
news_000131,0.01265363022685051,0.04279027506709099,0.9445560574531555,0.931902427226305,positive
news_000132,0.9749061465263367,0.015609366819262505,0.009484576992690563,-0.9654215695336461,negative
news_000133,0.015240376815199852,0.8495453000068665,0.13521431386470795,0.1199739370495081,neutral
news_000134,0.010286878794431686,0.20710736513137817,0.782605767250061,0.7723188884556293,positive
news_000135,0.018085993826389313,0.029904652386903763,0.952009379863739,0.9339233860373497,positive
news_000136,0.974763810634613,0.018202971667051315,0.007033132947981358,-0.9677306776866317,negative
news_000137,0.6799335479736328,0.03215871751308441,0.2879076898097992,-0.3920258581638336,negative
news_000138,0.01477726362645626,0.034630149602890015,0.9505925178527832,0.9358152542263269,positive
news_000139,0.008866803720593452,0.3588971793651581,0.6322359442710876,0.6233691405504942,positive
news_000140,0.00888801459223032,0.1936771720647812,0.7974348664283752,0.7885468518361449,positive
news_000141,0.9748206734657288,0.016843967139720917,0.008335324004292488,-0.9664853494614363,negative
news_000142,0.011602980084717274,0.057540785521268845,0.9308562278747559,0.9192532477900386,positive
news_000143,0.9238457679748535,0.06396593898534775,0.012188310734927654,-0.9116574572399259,negative
news_000144,0.03623766452074051,0.020638475194573402,0.9431238174438477,0.9068861529231071,positive
news_000145,0.9441366791725159,0.042018450796604156,0.01384488120675087,-0.930291797965765,negative
news_000146,0.9647802710533142,0.02662152796983719,0.008598155342042446,-0.9561821157112718,negative
news_000147,0.8430113792419434,0.14073292911052704,0.016255715861916542,-0.8267556633800268,negative
news_000148,0.9213191270828247,0.06274770200252533,0.015933068469166756,-0.905386058613658,negative
news_000149,0.03147608041763306,0.04910358414053917,0.9194204211235046,0.8879443407058716,positive
news_000150,0.9718418121337891,0.0171944722533226,0.010963697917759418,-0.9608781142160296,negative
news_000151,0.9760764837265015,0.01607874408364296,0.007844856940209866,-0.9682316267862916,negative
news_000152,0.9743129014968872,0.010876260697841644,0.014810881577432156,-0.959502019919455,negative
news_000153,0.9691125154495239,0.01800037920475006,0.012887022458016872,-0.956225492991507,negative
news_000154,0.016481179744005203,0.024464763700962067,0.9590540528297424,0.9425728730857372,positive
news_000155,0.9718348383903503,0.009409523569047451,0.018755711615085602,-0.9530791267752647,negative
news_000156,0.011710569262504578,0.04778921231627464,0.9405001997947693,0.9287896305322647,positive
news_000157,0.9541240334510803,0.02317477948963642,0.0227012000977993,-0.931422833353281,negative
news_000158,0.9642845988273621,0.01845652423799038,0.017258860170841217,-0.9470257386565208,negative
news_000159,0.010123924352228642,0.15731281042099,0.8325632810592651,0.8224393567070365,positive
news_000160,0.9589157104492188,0.019336188212037086,0.021748140454292297,-0.9371675699949265,negative
news_000161,0.829530656337738,0.018084369599819183,0.1523849219083786,-0.6771457344293594,negative
news_000162,0.818294107913971,0.0509500652551651,0.13075582683086395,-0.687538281083107,negative
news_000163,0.8596084713935852,0.031610697507858276,0.1087808683514595,-0.7508276030421257,negative
news_000164,0.9534163475036621,0.01601690985262394,0.030566774308681488,-0.9228495731949806,negative
news_000165,0.9737879037857056,0.018127718940377235,0.008084356784820557,-0.965703547000885,negative
news_000166,0.020355865359306335,0.026229126378893852,0.9534149169921875,0.9330590516328812,positive
news_000167,0.017928997054696083,0.03119533509016037,0.9508756399154663,0.9329466428607702,positive
news_000168,0.9724206328392029,0.019948603585362434,0.00763073842972517,-0.9647898944094777,negative
news_000169,0.00901940930634737,0.05985896289348602,0.9311216473579407,0.9221022380515933,positive
news_000170,0.9702535271644592,0.020314667373895645,0.009431924670934677,-0.9608216024935246,negative
news_000171,0.9766711592674255,0.01628202199935913,0.007046858314424753,-0.9696243009530008,negative
news_000172,0.010053242556750774,0.5198280215263367,0.47011879086494446,0.4600655483081937,neutral
news_000173,0.9679951071739197,0.021719135344028473,0.010285795666277409,-0.9577093115076423,negative
news_000174,0.02645539864897728,0.021821241825819016,0.9517233967781067,0.9252679981291294,positive
news_000175,0.9612882733345032,0.028307868167757988,0.010403940454125404,-0.9508843328803778,negative
news_000176,0.9718449711799622,0.018489103764295578,0.009665966033935547,-0.9621790051460266,negative
news_000177,0.016959648579359055,0.2144738733768463,0.7685664892196655,0.7516068406403065,positive
news_000178,0.9713926315307617,0.020222172141075134,0.008385139517486095,-0.9630074920132756,negative
news_000179,0.9731282591819763,0.01802641898393631,0.008845374919474125,-0.9642828842625022,negative
news_000180,0.00982543546706438,0.13209877908229828,0.8580757975578308,0.8482503620907664,positive
news_000181,0.019743749871850014,0.032453663647174835,0.9478025436401367,0.9280587937682867,positive
news_000182,0.015317009761929512,0.10171826183795929,0.8829647302627563,0.8676477205008268,positive
news_000183,0.03437599167227745,0.5290010571479797,0.4366230070590973,0.40224701538681984,neutral
news_000184,0.9628433585166931,0.024169782176613808,0.012986849062144756,-0.9498565094545484,negative
news_000185,0.015145965851843357,0.033385805785655975,0.9514682292938232,0.9363222634419799,positive
news_000186,0.048849187791347504,0.054918061941862106,0.8962327837944031,0.8473835960030556,positive
news_000187,0.25602662563323975,0.06119906157255173,0.6827743649482727,0.42674773931503296,positive
news_000188,0.7735688090324402,0.10556185245513916,0.12086941301822662,-0.6526993960142136,negative
news_000189,0.0342385470867157,0.02845054306089878,0.9373108744621277,0.903072327375412,positive
news_000190,0.9722859263420105,0.01834782585501671,0.009366231970489025,-0.9629196943715215,negative
news_000191,0.9694538712501526,0.021187717095017433,0.0093583595007658,-0.9600955117493868,negative
news_000192,0.7791656255722046,0.17549727857112885,0.045336995273828506,-0.7338286302983761,negative
news_000193,0.5379754304885864,0.19065263867378235,0.27137187123298645,-0.2666035592556,negative
news_000194,0.008689384907484055,0.0798567533493042,0.911453902721405,0.902764517813921,positive
news_000195,0.012353237718343735,0.0913684293627739,0.8962782621383667,0.883925024420023,positive
news_000196,0.03139907121658325,0.9431227445602417,0.02547820843756199,-0.005920862779021263,neutral
news_000197,0.18399694561958313,0.24924489855766296,0.5667581558227539,0.3827612102031708,positive
news_000198,0.973939061164856,0.017199218273162842,0.008861795999109745,-0.9650772651657462,negative
news_000199,0.5334159731864929,0.3995095193386078,0.06707458198070526,-0.46634139120578766,negative
news_000200,0.23613078892230988,0.7300148606300354,0.033854395151138306,-0.20227639377117157,neutral
news_000201,0.9698624610900879,0.02026893012225628,0.009868609718978405,-0.9599938513711095,negative
news_000202,0.6618552207946777,0.02673991397023201,0.31140485405921936,-0.3504503667354584,negative
news_000203,0.9748361110687256,0.016942057758569717,0.008221838623285294,-0.9666142724454403,negative
news_000204,0.10569265484809875,0.1196461170911789,0.7746612429618835,0.6689685881137848,positive
news_000205,0.30425697565078735,0.027581606060266495,0.6681614518165588,0.3639044761657715,positive
news_000206,0.9744823575019836,0.01727771759033203,0.008239943534135818,-0.9662424139678478,negative
news_000207,0.035770315676927567,0.8485546708106995,0.1156749427318573,0.07990462705492973,neutral
news_000208,0.6393486857414246,0.023954592645168304,0.33669671416282654,-0.302651971578598,negative
news_000209,0.8921754360198975,0.0947599709033966,0.013064602389931679,-0.8791108336299658,negative
news_000210,0.9145029187202454,0.04149053990840912,0.04400655999779701,-0.8704963587224483,negative
news_000211,0.9271777272224426,0.06133721023797989,0.011485150083899498,-0.9156925771385431,negative
news_000212,0.43948033452033997,0.4389997720718384,0.12151985615491867,-0.3179604783654213,negative
news_000213,0.013675102032721043,0.9208984971046448,0.06542641669511795,0.05175131466239691,neutral
news_000214,0.9664104580879211,0.02236965298652649,0.01121995784342289,-0.9551905002444983,negative
news_000215,0.2555120587348938,0.32421013712882996,0.42027777433395386,0.16476571559906006,positive
news_000216,0.973828911781311,0.016544751822948456,0.009626412764191628,-0.9642024990171194,negative
news_000217,0.09048715978860855,0.8890109062194824,0.020501986145973206,-0.06998517364263535,neutral
news_000218,0.9749535918235779,0.015531899407505989,0.009514573961496353,-0.9654390178620815,negative
news_000219,0.04233606532216072,0.12822332978248596,0.8294405937194824,0.7871045283973217,positive
news_000220,0.9721517562866211,0.02016374282538891,0.007684510201215744,-0.9644672460854053,negative
news_000221,0.9711532592773438,0.015014557167887688,0.01383227575570345,-0.9573209835216403,negative
news_000222,0.961898684501648,0.026644932106137276,0.011456402949988842,-0.9504422815516591,negative
news_000223,0.9703673124313354,0.019081488251686096,0.010551173239946365,-0.9598161391913891,negative
news_000224,0.7380445599555969,0.040306124836206436,0.22164930403232574,-0.5163952559232712,negative
news_000225,0.9699940085411072,0.017834192141890526,0.012171811424195766,-0.9578221971169114,negative
news_000226,0.9568662047386169,0.030296100303530693,0.012837681919336319,-0.9440285228192806,negative
news_000227,0.007892370223999023,0.2173600047826767,0.7747476696968079,0.7668552994728088,positive
news_000228,0.969305157661438,0.021950190886855125,0.00874469056725502,-0.960560467094183,negative
news_000229,0.8624072670936584,0.12228602170944214,0.015306773595511913,-0.8471004934981465,negative
news_000230,0.963572084903717,0.02365870587527752,0.012769163586199284,-0.9508029213175178,negative
news_000231,0.022236060351133347,0.02125551737844944,0.9565083384513855,0.9342722781002522,positive
news_000232,0.961176335811615,0.028873594477772713,0.00994996726512909,-0.9512263685464859,negative
news_000233,0.9732046723365784,0.01843630149960518,0.008359008468687534,-0.9648456638678908,negative
news_000234,0.9709300994873047,0.015604719519615173,0.01346520148217678,-0.9574648980051279,negative
news_000235,0.9698970913887024,0.02165113389492035,0.008451705798506737,-0.9614453855901957,negative
news_000236,0.9698802828788757,0.018693719059228897,0.011426047421991825,-0.9584542354568839,negative
news_000237,0.025871727615594864,0.018892372027039528,0.9552359580993652,0.9293642304837704,positive
news_000238,0.02752862125635147,0.9476707577705383,0.024800647050142288,-0.0027279742062091827,neutral
news_000239,0.9541490077972412,0.0357770137488842,0.010074053891003132,-0.9440749539062381,negative
news_000240,0.9741798639297485,0.017511263489723206,0.00830881204456091,-0.9658710518851876,negative
news_000241,0.9735942482948303,0.01702176034450531,0.009383953176438808,-0.9642102951183915,negative
news_000242,0.9569091200828552,0.03488801419734955,0.008202798664569855,-0.9487063214182854,negative
news_000243,0.9690811634063721,0.021580319851636887,0.00933851208537817,-0.9597426513209939,negative
news_000244,0.9667242169380188,0.013864267617464066,0.019411535933613777,-0.947312681004405,negative
news_000245,0.8122767806053162,0.053183380514383316,0.13453982770442963,-0.6777369529008865,negative
news_000246,0.9698797464370728,0.018172016367316246,0.011948266066610813,-0.9579314803704619,negative
news_000247,0.9743767380714417,0.01880226470530033,0.00682090176269412,-0.9675558363087475,negative
news_000248,0.9743273854255676,0.0182849932461977,0.007387693505734205,-0.9669396919198334,negative
news_000249,0.951200008392334,0.010338913649320602,0.03846109285950661,-0.9127389155328274,negative
news_000250,0.9400028586387634,0.05199182778596878,0.008005411364138126,-0.9319974472746253,negative
news_000251,0.02457931824028492,0.9475340247154236,0.027886634692549706,0.0033073164522647858,neutral
news_000252,0.00854420568794012,0.06859476119279861,0.9228609800338745,0.9143167743459344,positive
news_000253,0.9515919089317322,0.04059426486492157,0.007813902571797371,-0.9437780063599348,negative
news_000254,0.9143207669258118,0.06801248341798782,0.017666736617684364,-0.8966540303081274,negative
news_000255,0.02815401181578636,0.024216007441282272,0.9476299285888672,0.9194759167730808,positive
news_000256,0.2786412239074707,0.1632409691810608,0.5581177473068237,0.279476523399353,positive
news_000257,0.25508415699005127,0.6255893707275391,0.11932648718357086,-0.1357576698064804,neutral
news_000258,0.0176504235714674,0.03561581298708916,0.9467337131500244,0.929083289578557,positive
news_000259,0.46442878246307373,0.03906860202550888,0.49650266766548157,0.03207388520240784,positive
news_000260,0.9758672118186951,0.017090486362576485,0.007042246405035257,-0.9688249654136598,negative
news_000261,0.9719845652580261,0.018573502078652382,0.009441884234547615,-0.9625426810234785,negative
news_000262,0.027242302894592285,0.021569808945059776,0.9511879086494446,0.9239456057548523,positive
news_000263,0.016474919393658638,0.030084554105997086,0.9534406065940857,0.936965687200427,positive
news_000264,0.03437461331486702,0.7944982647895813,0.17112712562084198,0.13675251230597496,neutral
news_000265,0.07994256913661957,0.02020644024014473,0.8998509645462036,0.819908395409584,positive
news_000266,0.023929983377456665,0.026667064055800438,0.9494030475616455,0.9254730641841888,positive
news_000267,0.9673725962638855,0.02476329542696476,0.007864128798246384,-0.9595084674656391,negative
news_000268,0.2795683741569519,0.02386307157576084,0.6965686082839966,0.4170002341270447,positive
news_000269,0.026874737814068794,0.023268496617674828,0.9498568177223206,0.9229820799082518,positive
news_000270,0.9290223121643066,0.016826150938868523,0.054151467978954315,-0.8748708441853523,negative
news_000271,0.8768973350524902,0.11376085877418518,0.009341825731098652,-0.8675555093213916,negative
news_000272,0.964620053768158,0.023088818415999413,0.0122911361977458,-0.9523289175704122,negative
news_000273,0.962749719619751,0.019121291115880013,0.0181290190666914,-0.9446207005530596,negative
news_000274,0.9682126641273499,0.01630929857492447,0.015478095971047878,-0.952734568156302,negative
news_000275,0.009331879206001759,0.8822464942932129,0.10842157155275345,0.09908969234675169,neutral
news_000276,0.026471160352230072,0.16786262392997742,0.8056662082672119,0.7791950479149818,positive
news_000277,0.01154187973588705,0.04714706167578697,0.9413110017776489,0.9297691220417619,positive
news_000278,0.9713179469108582,0.009413770399987698,0.019268343225121498,-0.9520496036857367,negative
news_000279,0.6916523575782776,0.020088141784071922,0.2882595360279083,-0.40339282155036926,negative
news_000280,0.11811374127864838,0.8420689105987549,0.03981729969382286,-0.07829644158482552,neutral
news_000281,0.9753822088241577,0.01639949344098568,0.008218297734856606,-0.9671639110893011,negative
news_000282,0.973391056060791,0.017248215153813362,0.00936076883226633,-0.9640302872285247,negative
news_000283,0.9699823260307312,0.021248698234558105,0.00876900739967823,-0.961213318631053,negative
news_000284,0.15008953213691711,0.024810614064335823,0.8250998854637146,0.6750103533267975,positive
news_000285,0.9704317450523376,0.01446652039885521,0.015101676806807518,-0.9553300682455301,negative
news_000286,0.9005768895149231,0.021608907729387283,0.07781413942575455,-0.8227627500891685,negative
news_000287,0.9688392281532288,0.016845399513840675,0.014315477572381496,-0.9545237505808473,negative
news_000288,0.008163546212017536,0.8105681538581848,0.18126828968524933,0.1731047434732318,neutral
news_000289,0.9354085326194763,0.05185284465551376,0.012738623656332493,-0.9226699089631438,negative
news_000290,0.5581650137901306,0.027559127658605576,0.4142758846282959,-0.14388912916183472,negative
news_000291,0.9399003982543945,0.033204078674316406,0.026895539835095406,-0.9130048584192991,negative
news_000292,0.9302035570144653,0.020236868411302567,0.049559593200683594,-0.8806439638137817,negative
news_000293,0.38148024678230286,0.28843954205513,0.33008018136024475,-0.051400065422058105,negative
news_000294,0.9626484513282776,0.014439842663705349,0.02291170507669449,-0.9397367462515831,negative
news_000295,0.9353393912315369,0.018189435824751854,0.046471234411001205,-0.8888681568205357,negative
news_000296,0.971761167049408,0.01591651327908039,0.012322302907705307,-0.9594388641417027,negative
news_000297,0.9725760221481323,0.01959662139415741,0.007827342487871647,-0.9647486796602607,negative
news_000298,0.01649663969874382,0.02932354249060154,0.9541798233985901,0.9376831836998463,positive
news_000299,0.02555847354233265,0.020452454686164856,0.9539890289306641,0.9284305553883314,positive
news_000300,0.06549276411533356,0.030582528561353683,0.9039247632026672,0.8384319990873337,positive
news_000301,0.9749553203582764,0.016840673983097076,0.008203967474400997,-0.9667513528838754,negative
news_000302,0.9636534452438354,0.02900862507522106,0.0073379329405725,-0.956315512303263,negative
news_000303,0.012793359346687794,0.044446464627981186,0.9427602291107178,0.92996686976403,positive
news_000304,0.007367829792201519,0.15943755209445953,0.8331946730613708,0.8258268432691693,positive
news_000305,0.008421828970313072,0.10106682032346725,0.8905113339424133,0.8820895049721003,positive
news_000306,0.04797614738345146,0.8380481600761414,0.11397570371627808,0.06599955633282661,neutral
news_000307,0.8149198293685913,0.14930354058742523,0.03577663004398346,-0.7791431993246078,negative
news_000308,0.03393601253628731,0.4922817051410675,0.47378236055374146,0.43984634801745415,neutral
news_000309,0.9627845287322998,0.02754281647503376,0.009672590531408787,-0.953111938200891,negative
news_000310,0.9578254818916321,0.03377382457256317,0.00840066373348236,-0.9494248181581497,negative
news_000311,0.010071602649986744,0.09294819086790085,0.8969802856445312,0.8869086829945445,positive
news_000312,0.05967217683792114,0.794455349445343,0.14587247371673584,0.0862002968788147,neutral
news_000313,0.029185764491558075,0.1315677911043167,0.8392464518547058,0.8100606873631477,positive
